# minplus histogram
# N=4  p=0.4583333333  q=0.0000000000  M=100000  leaves=5  seed=0x0000000000702410  wall=0.015s
value,count
1,16779
2,9262
3,6320
4,4807
5,3777
6,3218
7,2642
8,2389
9,2100
10,1921
11,1700
12,1513
13,1420
14,1327
15,1257
16,1160
17,1041
18,967
19,900
20,849
21,838
22,724
23,722
24,675
25,666
26,654
27,641
28,585
29,550
30,530
31,559
32,535
33,492
34,466
35,454
36,430
37,469
38,429
39,399
40,360
41,381
42,386
43,337
44,344
45,349
46,310
47,291
48,322
49,314
50,265
51,283
52,267
53,275
54,248
55,253
56,250
57,234
58,236
59,228
60,268
61,219
62,185
63,219
64,196
65,229
66,186
67,194
68,173
69,195
70,190
71,229
72,192
73,175
74,170
75,195
76,147
77,155
78,169
79,160
80,169
81,164
82,173
83,189
84,159
85,159
86,153
87,140
88,143
89,139
90,142
91,121
92,143
93,121
94,119
95,131
96,118
97,131
98,129
99,129
100,104
101,114
102,124
103,104
104,118
105,127
106,118
107,105
108,97
109,96
110,94
111,125
112,115
113,96
114,103
115,103
116,94
117,95
118,95
119,102
120,106
121,91
122,87
123,99
124,72
125,74
126,87
127,97
128,78
129,96
130,97
131,87
132,84
133,65
134,78
135,90
136,75
137,89
138,72
139,82
140,77
141,69
142,80
143,68
144,74
145,70
146,64
147,62
148,64
149,57
150,68
151,59
152,67
153,72
154,61
155,63
156,65
157,43
158,54
159,73
160,65
161,56
162,57
163,49
164,61
165,66
166,62
167,60
168,47
169,53
170,51
171,44
172,52
173,50
174,37
175,60
176,52
177,54
178,57
179,45
180,52
181,46
182,46
183,52
184,34
185,47
186,48
187,50
188,46
189,48
190,44
191,33
192,46
193,41
194,35
195,38
196,40
197,46
198,44
199,36
200,33
201,37
202,40
203,40
204,37
205,34
206,28
207,30
208,45
209,34
210,28
211,34
212,39
213,41
214,36
215,32
216,25
217,44
218,25
219,41
220,33
221,34
222,28
223,38
224,28
225,35
226,21
227,36
228,32
229,39
230,35
231,29
232,30
233,31
234,21
235,21
236,34
237,27
238,29
239,21
240,27
241,26
242,22
243,32
244,24
245,27
246,32
247,32
248,24
249,21
250,25
251,16
252,22
253,21
254,19
255,21
256,20
257,32
258,28
259,37
260,29
261,27
262,19
263,20
264,23
265,25
266,19
267,19
268,16
269,19
270,21
271,21
272,19
273,23
274,13
275,15
276,22
277,22
278,18
279,14
280,19
281,19
282,15
283,10
284,13
285,13
286,22
287,11
288,10
289,12
290,11
291,16
292,14
293,24
294,25
295,9
296,14
297,23
298,12
299,17
300,14
301,16
302,20
303,16
304,13
305,13
306,15
307,16
308,14
309,15
310,12
311,9
312,15
313,12
314,11
315,8
316,8
317,21
318,6
319,14
320,15
321,11
322,13
323,11
324,16
325,13
326,10
327,9
328,11
329,12
330,19
331,9
332,12
333,13
334,11
335,11
336,12
337,12
338,7
339,14
340,10
341,13
342,12
343,8
344,7
345,16
346,13
347,10
348,10
349,13
350,8
351,14
352,7
353,10
354,12
355,6
356,8
357,8
358,6
359,9
360,8
361,6
362,10
363,9
364,10
365,8
366,7
367,7
368,4
369,3
370,4
371,5
372,5
373,7
374,7
375,8
376,12
377,6
378,9
379,7
380,9
381,6
382,4
383,5
384,5
385,8
386,10
387,3
388,9
389,7
390,5
391,5
392,6
393,11
394,5
395,2
396,8
397,2
398,5
399,4
400,8
401,9
402,10
403,2
404,6
405,14
406,4
407,11
408,5
409,2
410,2
411,2
412,10
413,4
414,6
415,3
416,3
417,4
418,10
419,2
420,3
421,4
422,10
423,4
424,4
425,14
426,5
427,5
428,4
429,4
430,5
431,3
432,5
433,6
434,3
435,8
436,2
437,2
438,2
439,4
440,3
441,1
442,4
443,6
444,4
445,4
446,3
447,3
448,3
449,3
450,4
451,2
452,1
453,5
454,2
455,1
456,3
457,4
458,3
461,7
462,1
463,2
464,2
465,7
466,3
467,1
469,1
470,3
471,4
472,4
473,3
474,4
475,2
476,3
477,6
478,2
479,2
480,2
481,2
482,2
483,4
484,2
485,1
486,3
487,3
488,3
489,1
490,3
491,4
492,2
493,4
496,4
497,3
498,2
499,3
500,6
501,2
502,1
503,2
504,3
505,3
507,2
509,2
510,2
511,2
512,3
513,2
514,1
515,5
518,3
520,4
521,1
522,1
523,3
524,2
525,2
527,3
528,2
529,2
530,3
531,2
532,1
533,1
534,2
535,3
536,1
537,3
538,1
539,1
540,1
541,1
542,1
543,3
544,2
545,2
546,3
547,2
549,1
550,1
551,1
552,1
554,2
555,1
556,1
557,1
558,1
560,1
561,1
562,1
565,2
566,2
567,1
568,1
569,2
570,1
573,3
574,1
576,3
577,1
579,1
580,4
581,2
582,2
585,1
589,1
590,2
591,1
592,1
593,1
598,2
604,2
605,1
606,1
607,1
608,1
609,1
611,1
613,1
615,2
621,1
623,2
625,1
626,1
627,1
628,1
629,1
631,2
632,1
636,1
637,1
639,1
641,1
644,1
646,3
648,1
650,1
651,2
660,1
666,1
667,2
669,1
670,2
676,2
677,1
681,1
684,2
686,1
694,1
698,1
702,2
708,1
720,1
727,1
732,1
742,1
746,1
749,2
754,1
757,1
774,1
776,1
803,1
810,1
816,2
820,1
892,1
948,1
952,1
991,1
