# minplus histogram
# N=5  p=0.4875000000  q=0.0000000000  M=100000  leaves=5  seed=0x0000000000704005  wall=0.035s
value,count
1,7236
2,4187
3,3073
4,2376
5,2024
6,1678
7,1547
8,1350
9,1220
10,1139
11,1010
12,979
13,856
14,846
15,763
16,785
17,677
18,676
19,595
20,652
21,570
22,560
23,554
24,519
25,479
26,460
27,472
28,441
29,471
30,394
31,389
32,420
33,386
34,357
35,378
36,363
37,326
38,326
39,312
40,283
41,302
42,300
43,325
44,297
45,269
46,287
47,294
48,276
49,256
50,234
51,241
52,231
53,244
54,240
55,211
56,224
57,221
58,239
59,212
60,203
61,195
62,226
63,234
64,189
65,190
66,197
67,195
68,158
69,193
70,201
71,159
72,186
73,183
74,167
75,164
76,180
77,171
78,151
79,166
80,172
81,155
82,149
83,176
84,153
85,189
86,159
87,149
88,139
89,132
90,143
91,144
92,161
93,139
94,139
95,141
96,112
97,124
98,134
99,148
100,150
101,122
102,125
103,120
104,137
105,118
106,126
107,124
108,113
109,108
110,113
111,108
112,138
113,122
114,106
115,127
116,117
117,124
118,117
119,122
120,109
121,132
122,101
123,86
124,104
125,123
126,127
127,85
128,112
129,113
130,109
131,113
132,93
133,109
134,95
135,99
136,102
137,99
138,84
139,109
140,104
141,88
142,95
143,88
144,100
145,86
146,78
147,97
148,90
149,95
150,78
151,84
152,88
153,93
154,89
155,79
156,74
157,64
158,83
159,81
160,86
161,90
162,80
163,91
164,79
165,82
166,76
167,92
168,77
169,78
170,65
171,76
172,84
173,79
174,65
175,72
176,85
177,76
178,86
179,73
180,75
181,82
182,69
183,59
184,67
185,58
186,55
187,72
188,82
189,62
190,73
191,69
192,71
193,52
194,93
195,72
196,74
197,73
198,77
199,80
200,56
201,65
202,85
203,64
204,59
205,73
206,59
207,62
208,62
209,62
210,60
211,60
212,61
213,63
214,74
215,49
216,72
217,59
218,53
219,61
220,62
221,52
222,66
223,58
224,61
225,53
226,46
227,55
228,60
229,65
230,55
231,61
232,62
233,47
234,60
235,61
236,50
237,72
238,49
239,58
240,54
241,45
242,51
243,59
244,53
245,46
246,50
247,60
248,44
249,50
250,59
251,52
252,47
253,58
254,63
255,46
256,53
257,54
258,55
259,47
260,47
261,49
262,47
263,39
264,53
265,43
266,55
267,49
268,61
269,46
270,43
271,55
272,36
273,41
274,58
275,42
276,32
277,51
278,43
279,50
280,47
281,49
282,42
283,45
284,49
285,41
286,42
287,43
288,40
289,44
290,43
291,56
292,50
293,55
294,46
295,44
296,44
297,33
298,36
299,50
300,50
301,45
302,47
303,41
304,41
305,38
306,46
307,37
308,45
309,39
310,36
311,43
312,41
313,38
314,39
315,41
316,46
317,41
318,32
319,46
320,37
321,36
322,38
323,50
324,38
325,40
326,49
327,35
328,45
329,46
330,39
331,40
332,46
