# minplus histogram
# N=21  p=0.5000000000  q=0.0000000000  M=100000  leaves=5  seed=0x0000000002000056  wall=2919.340s
value,count
1,3186
2,2048
3,1423
4,1283
5,999
6,850
7,854
8,661
9,605
10,552
11,498
12,513
13,456
14,453
15,379
16,374
17,399
18,363
19,361
20,318
21,314
22,297
23,303
24,274
25,264
26,293
27,256
28,247
29,237
30,229
31,237
32,211
33,209
34,179
35,208
36,180
37,216
38,179
39,181
40,165
41,161
42,176
43,166
44,168
45,190
46,159
47,166
48,133
49,141
50,157
51,150
52,156
53,146
54,151
55,156
56,142
57,132
58,118
59,116
60,116
61,129
62,120
63,121
64,122
65,125
66,114
67,112
68,108
69,112
70,122
71,128
72,100
73,121
74,91
75,105
76,106
77,105
78,111
79,100
80,97
81,97
82,98
83,106
84,82
85,100
86,111
87,96
88,99
89,83
90,106
91,87
92,85
93,79
94,95
95,89
96,101
97,96
98,83
99,79
100,87
101,96
102,99
103,86
104,87
105,72
106,75
107,59
108,89
109,100
110,86
111,74
112,74
113,89
114,75
115,62
116,62
117,77
118,67
119,77
120,69
121,70
122,71
123,68
124,70
125,83
126,71
127,55
128,68
129,82
130,62
131,58
132,81
133,62
134,68
135,69
136,66
137,69
138,64
139,75
140,65
141,61
142,66
143,53
144,65
145,56
146,56
147,53
148,48
149,63
150,54
151,50
152,61
153,54
154,62
155,60
156,64
157,63
158,53
159,65
160,58
161,51
162,49
163,61
164,48
165,50
166,59
167,59
168,61
169,53
170,56
171,66
172,45
173,48
174,45
175,35
176,59
177,48
178,47
179,54
180,45
181,55
182,66
183,55
184,51
185,53
186,38
187,36
188,40
189,44
190,50
191,43
192,46
193,36
194,42
195,42
196,36
197,49
198,40
199,50
200,44
201,42
202,45
203,47
204,34
205,44
206,36
207,51
208,39
209,48
210,51
211,50
212,42
213,39
214,50
215,45
216,41
217,39
218,36
219,48
220,43
221,45
222,52
223,50
224,46
225,41
226,38
227,42
228,43
229,46
230,50
231,38
232,43
233,30
234,34
235,35
236,44
237,34
238,28
239,46
240,39
241,34
242,49
243,35
244,39
245,34
246,40
247,36
248,40
249,40
250,39
251,33
252,42
253,44
254,34
255,48
256,19
257,34
258,42
259,26
260,19
261,32
262,30
263,37
264,27
265,32
266,32
267,39
268,30
269,31
270,32
271,33
272,44
273,24
274,33
275,32
276,44
277,34
278,37
279,29
280,39
281,39
282,26
283,29
284,34
285,24
286,37
287,36
288,42
289,36
290,33
291,33
292,30
293,29
294,38
295,34
296,37
297,42
298,23
299,26
300,32
301,27
302,30
303,29
304,31
305,30
306,32
307,38
308,31
309,29
310,22
311,34
312,31
313,32
314,30
315,39
316,24
317,27
318,32
319,30
320,29
321,25
322,25
323,26
324,26
325,12
326,42
327,30
328,16
329,34
330,37
331,24
332,19
333,32
334,34
335,33
336,24
337,31
338,34
339,26
340,26
341,20
342,37
343,25
344,26
345,24
346,25
347,37
348,36
349,20
350,27
351,25
352,30
353,25
354,31
355,27
356,37
357,32
358,30
359,27
360,21
361,26
362,39
363,31
364,24
365,35
366,28
367,27
368,17
369,27
370,20
371,28
372,26
373,24
374,32
375,29
376,30
377,16
378,26
379,25
380,23
381,36
382,46
383,34
384,20
385,22
386,22
387,25
388,26
389,20
390,25
391,27
392,22
393,23
394,17
395,20
396,32
397,20
398,27
399,14
400,26
401,31
402,26
403,25
404,26
405,30
406,14
407,19
408,13
409,23
410,27
411,15
412,20
413,25
414,19
415,25
416,22
417,27
418,24
419,26
420,24
421,19
422,21
423,28
424,27
425,22
426,16
427,13
428,25
429,22
430,26
431,25
432,28
433,25
434,22
435,29
436,20
437,26
438,21
439,18
440,19
441,28
442,25
443,21
444,20
445,17
446,21
447,20
448,19
449,23
450,25
451,26
452,22
453,18
454,16
455,23
456,24
457,14
458,13
459,27
460,13
461,23
462,26
463,22
464,23
465,13
466,28
467,21
468,20
469,28
470,18
471,28
472,23
473,28
474,26
475,21
476,21
477,23
478,20
479,19
