# minplus histogram
# N=13  p=0.4791666667  q=0.0000000000  M=100000  leaves=5  seed=0x0000000000704810  wall=5.910s
value,count
1,8964
2,5187
3,3647
4,2888
5,2355
6,1993
7,1711
8,1607
9,1331
10,1275
11,1189
12,1100
13,992
14,932
15,870
16,799
17,780
18,740
19,697
20,609
21,663
22,564
23,585
24,602
25,511
26,503
27,495
28,509
29,461
30,463
31,433
32,403
33,422
34,410
35,386
36,384
37,365
38,367
39,326
40,340
41,303
42,300
43,301
44,298
45,286
46,284
47,257
48,278
49,252
50,282
51,280
52,256
53,260
54,256
55,248
56,237
57,244
58,230
59,238
60,249
61,203
62,217
63,219
64,205
65,186
66,220
67,197
68,181
69,171
70,185
71,218
72,183
73,156
74,160
75,172
76,151
77,169
78,157
79,155
80,155
81,164
82,168
83,167
84,181
85,158
86,138
87,145
88,128
89,169
90,143
91,140
92,166
93,126
94,128
95,133
96,115
97,121
98,125
99,122
100,126
101,126
102,113
103,126
104,119
105,129
106,125
107,126
108,104
109,90
110,127
111,108
112,122
113,126
114,100
115,106
116,106
117,117
118,112
119,97
120,103
121,108
122,104
123,88
124,100
125,102
126,109
127,88
128,102
129,79
130,80
131,101
132,88
133,85
134,82
135,83
136,80
137,103
138,87
139,89
140,90
141,81
142,100
143,107
144,84
145,85
146,83
147,80
148,92
149,82
150,64
151,82
152,76
153,78
154,86
155,69
156,86
157,71
158,83
159,81
160,78
161,62
162,78
163,73
164,76
165,73
166,63
167,70
168,74
169,82
170,82
171,101
172,78
173,51
174,69
175,72
176,69
177,72
178,69
179,63
180,56
181,74
182,60
183,66
184,60
185,68
186,57
187,60
188,61
189,62
190,61
191,54
192,81
193,72
194,74
195,65
196,55
197,56
198,63
199,67
200,72
201,54
202,45
203,45
204,57
205,64
206,51
207,61
208,70
209,61
210,59
211,61
212,56
213,63
214,54
215,51
216,46
217,57
218,43
219,55
220,66
221,49
222,65
223,49
224,55
225,54
226,57
227,47
228,45
229,59
230,45
231,54
232,52
233,58
234,43
235,61
236,48
237,47
238,50
239,46
240,55
241,56
242,58
243,41
244,50
245,52
246,37
247,37
248,51
249,39
250,49
251,54
252,45
253,43
254,36
255,45
256,55
257,33
258,48
259,35
260,45
261,49
262,53
263,46
264,43
265,48
266,41
267,43
268,42
269,51
270,27
271,46
272,39
273,47
274,38
275,40
276,31
277,41
278,38
279,39
280,40
281,49
282,50
283,35
284,51
285,31
286,47
287,34
288,44
289,47
290,50
291,33
292,34
293,47
294,40
295,29
296,46
297,33
298,44
299,39
300,34
301,39
302,35
303,45
304,39
305,42
306,36
307,38
308,40
309,40
310,45
311,37
312,35
313,42
314,31
315,31
316,28
317,36
318,32
319,41
320,48
321,41
322,28
323,35
324,43
325,31
326,28
327,41
328,31
329,28
330,24
331,33
332,44
333,29
334,36
335,29
336,39
337,35
338,35
339,22
340,34
341,42
342,36
343,40
344,38
345,27
346,35
347,34
348,31
349,33
350,31
351,27
352,25
353,31
354,28
355,23
356,25
357,32
358,35
359,34
360,19
361,35
362,33
363,27
364,27
365,35
366,36
367,36
368,29
369,20
370,34
371,34
372,36
373,22
374,24
375,25
376,27
377,31
378,39
379,25
380,41
381,28
382,31
383,30
384,21
385,24
386,24
387,18
388,27
389,23
390,27
391,28
392,17
393,31
394,37
395,27
396,39
397,23
398,43
399,33
400,35
401,33
402,37
403,31
404,29
405,32
406,37
407,28
408,37
409,27
410,31
411,40
412,33
413,32
414,22
415,29
416,28
417,25
418,25
419,27
420,28
421,31
422,25
423,28
424,28
425,14
426,24
427,17
428,28
429,28
430,21
431,28
432,27
433,29
434,28
435,20
436,26
437,31
438,28
439,15
440,20
441,25
442,18
443,22
444,26
445,30
446,14
447,29
448,19
449,24
450,23
451,27
452,17
453,22
454,29
455,32
456,26
457,26
458,23
459,32
460,22
461,17
462,21
463,26
464,26
465,21
466,19
467,25
468,15
469,29
470,22
471,21
472,27
473,21
474,18
475,40
476,15
477,16
478,22
479,19
480,18
481,24
482,23
483,30
484,21
485,26
486,23
487,23
488,22
489,20
490,15
491,18
492,24
493,19
494,16
495,18
496,12
497,16
498,11
499,30
500,18
501,21
502,25
503,22
504,27
505,23
506,18
507,15
508,25
509,16
510,21
511,20
512,22
513,28
514,22
515,22
516,13
517,26
518,21
519,18
520,17
521,16
522,25
523,17
524,21
525,26
526,25
527,23
528,16
529,20
530,18
531,17
532,31
533,28
534,26
535,18
536,26
537,21
538,23
539,24
540,20
541,19
542,22
543,14
544,22
545,18
546,17
547,18
548,17
549,23
550,19
551,20
552,17
553,23
554,14
555,16
556,21
557,19
558,17
559,15
560,16
561,24
562,17
563,16
564,20
565,19
566,19
567,20
568,22
569,29
570,15
571,18
572,13
573,20
574,20
575,11
576,26
577,11
578,18
579,19
580,15
581,16
582,15
583,18
584,17
585,22
586,16
587,20
588,20
589,17
590,11
591,17
592,22
593,20
594,12
595,19
596,17
597,15
598,21
599,17
600,16
601,19
602,19
603,15
604,16
605,12
606,22
607,21
608,27
609,15
610,15
611,23
612,19
613,17
614,23
615,21
616,19
617,20
618,13
619,19
620,13
621,16
622,11
623,17
624,19
625,21
626,13
627,14
628,17
629,18
630,17
631,17
632,16
633,19
634,14
635,17
636,13
637,18
638,15
639,19
640,15
641,13
642,24
643,19
644,16
645,15
646,20
647,15
648,15
649,13
650,14
651,13
652,16
653,21
654,14
655,22
656,17
657,12
658,14
659,16
660,9
661,21
662,23
663,13
664,18
665,23
666,12
667,17
668,14
669,12
670,13
671,17
672,11
673,11
674,13
675,12
676,19
677,13
678,9
679,16
680,12
681,21
682,15
683,9
684,12
685,24
686,13
687,9
688,14
689,16
690,12
691,12
692,16
693,7
694,11
695,14
696,13
697,21
698,17
699,17
700,20
701,12
702,23
703,18
704,12
705,19
706,13
707,14
708,15
709,13
710,18
711,7
712,15
713,13
714,9
715,13
716,10
717,14
718,16
719,17
720,14
721,14
722,15
723,15
724,8
725,13
726,9
727,14
728,13
729,16
730,10
731,12
732,12
733,17
734,19
735,14
736,17
737,10
738,13
739,15
740,15
741,11
742,12
743,9
744,17
745,16
746,14
747,14
748,15
749,18
750,15
751,10
752,20
753,10
754,17
755,10
756,9
757,12
758,13
759,12
760,16
761,10
762,7
763,12
764,12
765,11
766,13
767,16
768,13
769,15
770,8
771,16
772,14
773,13
774,14
775,12
776,18
777,16
778,15
779,15
780,17
781,13
782,14
783,13
784,15
785,11
786,14
787,20
788,12
789,13
790,13
791,10
792,20
793,9
794,15
795,12
796,15
797,14
798,14
799,12
800,16
801,15
802,13
803,10
804,13
805,16
806,12
807,9
808,13
809,10
810,16
811,13
812,10
813,21
814,13
815,11
816,11
817,11
818,8
819,8
820,18
821,8
822,13
823,11
824,11
825,13
826,18
827,13
828,14
829,11
830,16
831,13
832,18
833,16
834,5
835,10
836,7
837,11
838,16
839,10
840,9
841,15
842,9
843,16
844,15
845,10
846,14
847,11
848,9
849,14
850,17
851,9
852,7
853,19
854,7
855,17
856,8
857,12
858,10
859,6
860,11
861,8
862,8
863,16
864,11
865,5
866,11
867,9
868,17
869,17
870,10
871,8
872,11
873,13
874,14
875,8
876,7
877,7
878,11
879,11
880,9
881,11
882,11
883,12
884,16
885,13
886,9
887,7
888,7
889,22
890,11
891,11
892,11
893,14
894,12
895,10
896,6
897,8
898,8
899,9
900,9
901,7
902,13
903,15
904,13
905,13
906,9
907,12
908,12
909,7
910,14
911,13
912,10
913,14
914,17
915,5
916,14
917,9
918,8
919,10
920,6
921,12
922,8
923,11
924,10
925,11
926,7
927,8
928,11
929,15
930,8
931,12
932,13
933,10
934,13
935,11
936,9
937,7
938,11
939,6
940,10
941,11
942,17
943,15
944,10
945,12
946,8
947,12
948,13
949,10
950,10
951,10
952,7
953,10
954,11
955,11
956,9
957,8
958,16
959,5
960,13
961,7
962,13
963,14
964,6
965,7
966,9
967,5
968,14
969,9
970,14
971,12
972,18
973,9
974,9
975,9
976,12
977,12
978,4
979,16
980,11
981,11
982,6
983,10
984,10
985,11
986,6
987,12
988,7
989,10
990,9
991,4
992,10
993,11
994,7
995,9
996,14
997,7
998,8
999,10
1000,13
1001,8
1002,9
1003,10
1004,12
1005,15
1006,6
1007,5
1008,17
1009,12
1010,12
1011,15
1012,9
1013,14
1014,8
1015,11
1016,8
1017,13
1018,12
1019,9
1020,10
1021,11
1022,12
1023,10
1024,7
1025,6
1026,8
1027,11
1028,7
1029,8
1030,5
1031,15
1032,7
1033,10
1034,10
1035,8
1036,8
1037,10
1038,15
1039,9
1040,8
1041,10
1042,9
1043,15
1044,13
1045,6
1046,10
1047,5
1048,8
1049,10
1050,8
1051,8
1052,7
1053,9
1054,9
1055,10
1056,11
1057,11
1058,11
1059,13
1060,9
