# minplus histogram
# N=13  p=0.5000000000  q=0.0000000000  M=100000  leaves=5  seed=0x0000000040480035  wall=5.872s
value,count
0,34830
1,3645
2,2237
3,1692
4,1334
5,1219
6,977
7,905
8,735
9,731
10,651
11,625
12,590
13,540
14,500
15,474
16,436
17,416
18,410
19,366
20,382
21,375
22,334
23,339
24,342
25,302
26,314
27,283
28,278
29,292
30,262
31,255
32,255
33,228
34,251
35,246
36,223
37,224
38,238
39,199
40,203
41,184
42,234
43,181
44,187
45,192
46,183
47,176
48,172
49,178
50,152
51,178
52,163
53,152
54,150
55,152
56,161
57,154
58,150
59,158
60,147
61,141
62,134
63,129
64,122
65,123
66,117
67,125
68,108
69,112
70,132
71,146
72,113
73,128
74,129
75,117
76,118
77,108
78,138
79,142
80,104
81,112
82,113
83,123
84,135
85,123
86,120
87,108
88,111
89,114
90,109
91,106
92,98
93,98
94,116
95,103
96,113
97,98
98,77
99,82
100,79
101,83
102,91
103,84
104,99
105,87
106,103
107,83
108,93
109,91
110,79
111,97
112,63
113,88
114,85
115,88
116,86
117,59
118,81
119,98
120,74
121,81
122,82
123,82
124,72
125,82
126,70
127,86
128,66
129,73
130,86
131,89
132,63
133,76
134,73
135,76
136,51
137,77
138,83
139,58
140,73
141,78
142,66
143,85
144,71
145,67
146,62
147,60
148,68
149,61
150,67
151,67
152,64
153,71
154,65
155,81
156,56
157,55
158,62
159,64
160,60
161,57
162,52
163,57
164,51
165,62
166,51
167,63
168,57
169,67
170,65
171,64
172,71
173,47
174,60
175,62
176,59
177,62
178,52
179,43
180,55
181,61
182,40
183,46
184,49
185,54
186,47
187,57
188,54
189,50
190,46
191,56
192,53
193,47
194,46
195,56
196,51
197,45
198,65
199,43
200,49
201,45
202,49
203,56
204,48
205,46
206,42
207,44
208,47
209,52
210,44
211,50
212,52
213,49
214,40
215,48
216,35
217,47
218,45
219,49
220,41
221,37
222,52
223,50
224,35
225,57
226,34
227,34
228,34
229,33
230,43
231,31
232,46
233,51
234,40
235,44
236,41
237,42
238,61
