# minplus histogram
# N=13  p=0.5000000000  q=0.0000000000  M=100000  leaves=5  seed=0x0000000040480000  wall=6.299s
value,count
1,3792
2,2360
3,1758
4,1403
5,1113
6,1032
7,879
8,820
9,736
10,682
11,650
12,585
13,553
14,491
15,477
16,402
17,429
18,391
19,361
20,328
21,381
22,349
23,318
24,319
25,291
26,297
27,304
28,298
29,264
30,280
31,296
32,248
33,233
34,235
35,233
36,221
37,215
38,213
39,217
40,229
41,191
42,204
43,194
44,186
45,188
46,194
47,175
48,181
49,177
50,181
51,146
52,169
53,138
54,164
55,138
56,152
57,147
58,151
59,148
60,145
61,132
62,163
63,138
64,139
65,148
66,138
67,127
68,129
69,147
70,123
71,145
72,124
73,131
74,105
75,131
76,107
77,91
78,127
79,114
80,116
81,89
82,103
83,132
84,104
85,110
86,109
87,114
88,119
89,109
90,104
91,104
92,94
93,103
94,103
95,101
96,108
97,97
98,83
99,107
100,97
101,99
102,90
103,82
104,98
105,80
106,84
107,85
108,100
109,90
110,86
111,92
112,72
113,78
114,91
115,83
116,104
117,79
118,99
119,76
120,93
121,66
122,69
123,80
124,69
125,66
126,76
127,81
128,82
129,89
130,71
131,72
132,61
133,71
134,80
135,62
136,98
137,67
138,55
139,64
140,71
141,83
142,74
143,67
144,70
145,55
146,63
147,76
148,72
149,77
150,76
151,82
152,68
153,71
154,63
155,68
156,66
157,59
158,53
159,55
160,52
161,72
162,57
163,69
164,38
165,55
166,53
167,48
168,57
169,71
170,62
171,42
172,64
173,68
174,59
175,55
176,68
177,53
178,64
179,59
180,59
181,48
182,53
183,74
184,58
185,39
186,62
187,63
188,71
189,57
190,49
191,60
192,64
193,51
194,66
195,38
196,44
197,50
198,45
199,52
200,64
201,55
202,63
203,52
204,47
205,50
206,49
207,55
208,55
209,55
210,55
211,65
212,43
213,58
214,36
215,57
216,45
217,49
218,47
219,41
220,38
221,37
222,40
223,52
224,58
225,39
226,53
227,47
228,28
229,51
230,47
231,57
232,51
233,52
234,45
235,34
236,50
237,41
238,50
239,43
240,50
241,49
242,43
243,33
244,38
245,39
246,38
247,47
248,38
249,50
250,40
251,46
252,47
253,34
254,42
255,32
256,49
257,40
258,40
259,42
260,47
261,37
262,41
263,46
264,45
265,33
266,31
267,44
268,47
269,38
270,32
271,49
272,50
273,36
274,28
275,41
276,43
277,44
278,31
279,37
280,36
281,31
282,33
283,45
284,47
285,49
286,40
287,35
288,46
289,25
290,39
291,48
292,38
293,39
294,47
295,27
296,47
297,38
298,26
299,32
300,36
301,34
302,36
303,54
304,46
305,40
306,35
307,35
308,32
309,49
310,32
311,34
312,35
313,29
314,40
315,30
316,44
317,31
318,30
319,35
320,39
321,21
322,26
323,31
324,34
325,36
326,32
327,30
328,36
329,25
330,26
331,41
332,35
333,28
334,35
335,42
336,31
337,42
338,28
339,31
340,30
341,33
342,40
343,31
344,29
345,35
346,32
347,38
348,24
349,37
350,30
351,31
352,33
353,32
354,24
355,30
356,31
357,29
358,29
359,31
360,34
361,34
362,33
363,34
364,29
365,28
366,29
367,32
368,40
369,26
370,34
371,32
372,29
373,25
374,32
375,38
376,41
377,25
378,30
379,26
380,44
381,28
382,20
383,25
384,25
385,28
386,31
387,23
388,26
389,40
390,40
391,23
392,25
393,38
394,31
395,26
396,25
397,33
398,20
399,24
400,20
401,29
402,23
403,27
404,33
405,28
406,26
407,23
408,34
409,27
410,27
411,29
412,22
413,27
414,30
415,25
416,25
417,21
418,39
419,29
420,27
421,31
422,31
423,23
424,34
425,29
426,26
427,36
428,42
429,24
430,28
431,22
432,27
433,21
434,20
435,26
436,20
437,27
438,20
439,29
440,30
441,23
442,28
443,27
444,35
445,31
446,28
447,16
448,17
449,26
450,28
451,23
452,22
453,26
454,30
455,27
456,19
457,21
458,24
459,22
460,35
461,22
462,23
463,24
464,24
465,31
466,21
467,24
468,21
469,31
470,20
471,27
472,22
473,20
474,25
475,25
476,20
477,32
478,22
479,23
480,24
481,14
482,19
483,22
484,24
485,21
486,25
487,21
488,30
489,22
490,24
491,30
492,29
493,28
494,25
495,31
496,27
497,22
498,18
499,17
500,28
501,21
502,20
503,21
504,27
505,26
506,15
507,28
508,24
509,19
510,26
511,33
512,16
513,23
514,17
515,23
516,28
517,19
518,9
519,19
520,15
521,18
522,21
523,20
524,14
525,31
526,22
527,21
528,20
529,32
530,18
531,14
532,20
533,21
534,29
535,21
536,21
537,25
538,29
539,14
540,18
541,21
542,22
543,20
544,26
545,19
546,28
547,31
548,27
549,15
550,17
551,18
552,26
553,21
554,23
555,17
556,22
557,11
558,21
559,29
560,18
561,19
562,15
563,16
564,11
565,17
566,17
567,20
568,19
569,18
570,21
571,15
572,20
573,22
574,24
575,18
576,26
577,25
578,22
579,12
580,23
581,24
582,19
583,24
584,15
585,22
586,21
587,26
588,26
589,20
590,23
591,20
592,16
593,20
594,19
595,20
596,22
597,21
598,22
599,20
600,20
601,17
602,19
603,21
604,20
605,22
606,15
607,23
608,23
609,26
610,18
611,26
612,20
613,34
614,14
615,18
616,15
617,15
